Stock Code,Stock Name,Current Price,Market Value,Turnover,Net Profit
SZ.002300,太阳电缆,6.03,4355672211.0
SZ.002296,辉煌科技,11.46,4464591613.2
SZ.002293,罗莱生活,9.18,7656968975.58
SZ.002286,保龄宝,9.53,3523883131.4
SZ.002284,亚太股份,11.65,8610519054.2
SZ.002283,天润工业,6.61,7531811946.58
SZ.002282,博深股份,7.46,3930214076.08
SH.601107,四川成渝,5.68,17369780800.0
SZ.002275,桂林三金,13.93,8184830598.0
SZ.002274,华昌化工,7.14,6799883572.44
SZ.002267,陕天然气,9.32,10364543147.4
SZ.002266,浙富控股,3.3,17223595626.6
SZ.002264,新华都,6.69,4815861807.78
SZ.002258,利尔化学,10.24,8196477214.72
SZ.002255,海陆重工,9.38,7793664295.9
SZ.002251,步步高,5.57,14976057267.73
SZ.002250,联化科技,6.45,5878098604.65
SZ.002249,大洋电机,7.09,17300451069.42
SZ.002245,蔚蓝锂芯,13.44,15483505457.28
SZ.002243,力合科创,8.15,9866424384.85
SZ.002242,九阳股份,9.69,7432394730.0
SZ.002239,奥特佳,2.98,9862679055.12
SZ.002237,恒邦股份,10.98,12605843626.2
SZ.002233,塔牌集团,7.68,9156672122.88
SZ.002228,合兴包装,3.31,3957240057.93
SZ.002226,江南化工,5.58,14780989530.9
SZ.002225,濮耐股份,5.47,5527060901.23
SZ.002221,东华能源,8.19,12908486411.73
SZ.002219,新里程,2.3,7790978031.9
SZ.002217,*ST合泰,2.07,15482355780.96
SZ.002216,三全食品,11.66,10251285999.68
SZ.002215,诺普信,9.41,9458850227.1
SZ.002212,天融信,7.53,8881287708.87
SZ.002209,达意隆,12.43,2473931091.5
SZ.002208,合肥城建,6.58,5285660662.52
SZ.002206,海利得,5.01,5822658172.2
SZ.002204,大连重工,6.43,12418709305.76
SH.601999,出版传媒,6.42,3536872374.0
SH.601918,新集能源,6.7,17356630060.0
SZ.002191,劲嘉股份,3.73,5415135050.82
SZ.002182,宝武镁业,12.67,12565998976.51
SZ.002171,楚江新材,8.99,13561835336.44
SZ.002170,芭田股份,10.64,10252468100.56
SZ.002167,东方锆业,9.49,7351649617.0
SZ.002166,莱茵生物,7.54,5591841378.5
SZ.002165,红宝丽,11.16,8205611380.92
SZ.002160,常铝股份,3.8,3924568434.6
SZ.002159,三特索道,14.83,2629378649.75
SZ.002154,报喜鸟,3.96,5778961566.84
SZ.002150,通润装备,11.53,4188094396.09
